Sigle,Domaine,Définition,Info supplémentaire
"GRH 
schéma",Syst.fonct.,,
Grid Code,Divers,Grid code : Texte de loi en anglais qui régit les obligations des producteurs d'électricité pour se raccorder au réseau.,
GRIMP,Divers,"GRIPM : Groupe de Reconnaissance et d'Intervention en Milieu Périlleux- par exemple : Le GRIMP est donc intervenu sur le site de NOgent avec un objectif d'exercice ""secourir dans des conditions optimum une personne victime d'un malaise sur la dalle de couronnement à 165 mètres de hauteur de la coque de l'aéroréfrigérant "". Cet exercice a permis aux pompiers de reconnaître les lieux (avec les spécificités d'un site nucléaire) et d'évaluer leur temps d'intervention",
Groupe 1,Fonctionnement,"Groupe 1 : Modification EDF dont l'importance pour la sûreté justifie une instruction approfondie par l'ASN et pour laquelle EDF doit : 
- avoir obtenu un accord de l'ASN avant une première intégration du dossier 
Evènement : implication des systèmes de sauvegarde et des systèmes qu'on ne peut tolérer défaillant sur une longue durée.
Ces événements impliquent :
-  les systèmes de sauvegarde et d’arrêt du réacteur
-  les hypothèses de conception importantes pour la sûreté à respecter en exploitation.
 Ces événements induisent une augmentation du risque de détérioration d’une des barrières de confinement et qui peuvent avoir des conséquences radiologiques dépassant les limites acceptées à la conception.",
Groupe 2,Fonctionnement,"Groupe 2 : Modification EDF dont l'importance pour la sûreté justifie une instruction approfondie par l'ASN et pour laquelle EDF : 
- peu engager la première réalisation sans attendre un accord de l'ASN,
- doit avoir obtenu un accord de l'ASN avant d'engager la généralisation du dossier,  
Evènement : systèmes qui compromettent le contrôle, le diagnostic ou la conduite en cas d'anomalie.
Ces événements peuvent compromettre le contrôle, le diagnostic ou la conduite à suivre en cas d’anomalie.",
Groupe 3,Fonctionnement,Groupe 3 : Modification importante pour la sûreté ne répondant à aucun des critères groupe 1 et 2.,
Groupe A,Fonctionnement,"Groupe A - Essais Périodique Critères : 
Les critères à satisfaire sont classés en deux groupes (A et B) suivants les conséquences de leur non respect , ceci afin de d'adapter une conduite à tenir appropriée aux écarts constatés.
GROUPE A : 
sont classés en groupe A les critères d'essais dont le non respect compromet un ou plusieurs objectifs de sureté. Ils sont issus des études de sûreté ou sont représentatifs de l'indisponibilité du ou des matériels requis (disponibilité et performances compromises pour la durée de la mission).",
Groupe B,Fonctionnement,"Groupe B - Essais Périodique Critères : 
Les critères à satisfaire sont classés en deux groupes (A et B) suivants les conséquences de leur non respect , ceci afin de d'adapter une conduite à tenir appropriée aux écarts constatés.
GROUPE B : 
sont classés en groupe B les critères d'essais dont l'évolution est caractéristique de la dégradation d'un équipement ou d'une fonction sans pour cela que ses performances ou sa disponibilité pour le durée de sa mission soient systématiquement remises en causes après analyse.",
Groupe de pompage,Matériels,"Groupe de pompage :  Ensemble du matériel comprenant la pompe, le dispositif d’entraînement (moteur électrique, turbine...), les circuits auxiliaires de lubrification et de réfrigération.",
Groupe d'Equipement Fonctionnels,Divers,"Groupe d’Equipements Fonctionnels - GEF : Chaque GEF constitue un ensemble déterminé de matériels du site qui présentent un intérêt particulier à être regroupés d’un point de vue sûreté et/ou exploitation, parce qu’ils sont facilement isolables du reste de l’installation sans impacter les autres GEF.",
Groupe électrogène,Matériels,"Groupe électrogène : Les groupes électrogènes de secours à moteur diesel permettent d’alimenter les systèmes de sûreté du réacteur en cas de perte de l’alimentation électrique par le réseau national. Chaque réacteur nucléaire est équipé de deux groupes électrogènes de secours. En outre, un groupe électrogène supplémentaire est disponible pour l’ensemble des réacteurs d’un même site. Chacun de ces groupes suffit à alimenter les systèmes nécessaires pour assurer la sûreté du réacteur à l’arrêt. La plupart des groupes sont constitués d'un moteur thermique qui actionne un alternateur. Leur taille et leur poids peuvent varier de quelques kilogrammes à plusieurs dizaines de tonnes. La puissance d'un groupe électrogène s'exprime en VA, kVA (kilo Volt Ampère) ou MVA (méga Volt Ampère) selon leur puissance Pour le 1300 MW : Il existe 2 bâtiments abritant chacun l'un des deux groupes électrogènes de secours. La distance qui les sépare étant telle qu'un projectile extérieur ne puisse frapper qu'un seul bâtiment à la fois. Chaque bâtiment en bêton armé est divisé en deux parties distinctes :
- une partie contenant la groupe électrogène et son équipement auxiliaire,
- une partie souterraine contenant les deux cuves de gazole.
Chaque groupe électrogène est mis en route tous les 2 mois et testé à 30% de sa puissance nominale. 
Un essais à 100% de la puissance nominale avec mise ne œuvre. La séquence complète de reprise de charge est effectué chaque année sur chaque groupe électrogène.",
Groupe G1,RP,Groupe G1 : Groupe de contrôle. Groupe gris. Composé de 4 grappes grises.,
Groupe G2,RP,Groupe G2 : Groupe de contrôle. Groupe gris. Composé de 8 grappes grises.,
Groupe G3,RP,"Groupe Gris : Composé des groupes G1, G2, N1, N2. Assujetti à la puissance du secondaire. But : reprendre les effets de puissance.",
Groupe N1,RP,Groupe N1 : Groupe de contrôle. Groupe gris. Composé de grappes 8 noires.,
Groupe N2,RP,Groupe N2 :  Groupe de contrôle. Groupe gris. Composé de 8 grappes noires.,
Groupe Noires,RP,"Groupe Noires  :  Composé du groupe R. Effectue la régulation. But : reprendre l'erreur de calibration des groupes gris, régulation primaire, oscillations xénon.",
Groupe R,RP,Groupe R :  Groupe de contrôle (Régulation). Groupe noir. Composé de 9 grappes noires.,
Groupe S,RP,Groupe S :  Groupe de sureté. Composé de 28 grappes noires.,
"Groupe Turbo Alternateur 
(GTA)",Matériels,"Le groupe turbo-alternateur, composé d’une turbine et d’un alternateur, se trouve dans la salle des machines. L’alternateur créé un courant électrique grâce à l’énergie mécanique fournie par la turbine. Sur la même ligne d’arbre se trouvent les différents corps de la turbine : un corps haute pression, trois corps basse pression et l’alternateur, le tout mesurant 74 mètres de longueur.
La turbine est ainsi constituée d’une série d’aubes montées sur un axe dont la rotation est provoquée par la force de pression de la vapeur sur les aubes.
La vapeur provenant du générateur de vapeur est admise dans le corps haute pression où sa pression et sa température chutent, puis à la sortie de ce corps elle passe dans des sécheurs surchauffeurs pour augmenter sa température et sa pression ainsi que pour éliminer toute gouttelette d’eau liquide pouvant endommager sérieusement les aubes. La vapeur est ensuite envoyée vers les trois autres corps basse pression où sa pression baisse alors pratiquement jusqu’au vide (≈ 0,05 bar).La vapeur humide s’échappant des corps basse pression de la turbine est ramenée à l’état liquide dans un condenseur où elle est refroidie et se condense au contact des milliers de tubes du circuit de refroidissement. [1] Le circuit secondaire est un circuit fermé ; l’eau qui a été recueillie dans le condenseur est envoyée, par l’intermédiaire d’une pompe, au niveau du générateur de vapeur où elle va se retransformer en vapeur qui va à nouveau servir à faire tourner la turbine…
L’alternateur permet ensuite de convertir l’énergie mécanique en électricité.",
"Groupe Turbo Alternateur 
(GTA)
Régulation de vitesse (N4)",Matériels,"La régulation de vitesse permet de :
- amener la turbine à une vitesse voisine de la vitesse de référence pendant la phase de démarrage,
- corriger la fréquence si le réseau s'écarte de la fréquence de consigne en marche en puissance.",
"Groupe Turbo Alternateur 
(GTA)
Régulation de charge (N4)",Matériels,"Régulation de charge - La référence charge permet :
D'agir sur l'ouverture des soupapes sans distinction des états physiques du cycle eau vapeur. Cela signifie qu'à chaque ouverture de soupape correspond une puissance P0 affichée en MW définie dans les conditions normales du cycle thermique.",
"Groupe Turbo Alternateur 
(GTA)
Régulation de puissance (N4)",Matériels,"La référence puissance permet :
-D'afficher une référence P0 et de maintenir cette puissance quelque soit les conditions thermiques du cycle eau-vapeur et ce en comparant la puissance fournie et la référence affichée.
- La commande puissance est la seule commande qui permet l'utilisation du télé réglage.",
Groupe turbo alternateur / condenseur - Liaison,Divers,Groupe turbo alternateur / condenseur - Liaison  :,
Groupe Ultime Secours,Matériels,"Groupe Ultime Secours : un GUS est installé sur chaque site de centrale nucléaire, ce peut être une turbine à combustion, précédemment appelée turbine à gaz (TAG), pour les paliers 1300MW, N4 et CP0, ou un diesel pour les paliers CP1-CP2.",
GRT,Divers,GRT : Gestionnaire du Réseau de Transport = RTE pour la France.,
GRV,Syst.fonct.,"GRV : (palier CP1) Remplissage - vidange - appoint H2 -CO2
Le système assure l'alimentation, après détente de l'hydrogène nécessaire à la réfrigération du rotor, du circuit magnétique et des organes frontaux de serrage de l'alternateur
Le système assure aussi la distribution du gaz carbonique, gaz intermédiaire pour le remplacement de l'air par hydrogène ou inversement.
Assurer l’appoint en gaz de l’alternateur sauf sur le palier CP2 où cette fonction est
rattachée à GRH.
A ce jour deux gaz sont utilisés :
- l’hydrogène pour la réfrigération,
- le CO2 lors des vidanges / remplissages de l’alternateur. 
Ce gaz inerte empêche la présence d’un mélange air / hydrogène dans l’alternateur. Le CO2 est en cours de remplacement par de l’azote.
La séquence de remplissage en hydrogène est la suivante :
- balayage de l’air par le CO2/N2 jusqu’à obtenir une concentration en air faible
- balayage du CO2 /N2 par l’hydrogène puis mise en pression de l’alternateur.
L'alternateur EPR est équipé d'un dispositif de vidange rapide et d'inertage automatique afin d'augmenter sensiblement la sécurité. QS : Qualité Surveillée.",
GS,Sigles US,GS : Generating Station - Centrale électrique.,
GS,Sygma,GS : Siphon de sol - siphon (bigramme SYGMA).,
GS,Fonctionnement,"GS1  : Procédure de conduite. 
- Préparation du poste d'eau. 
- Mise sous vide du condenseur. 
- Conditionnement des lignes vapeur en amont des vannes d'isolement GV.
GS2 : Procédure de conduite. 
- Préparation du secondaire après la divergence du réacteur. 
GS3 : Procédure de conduite. 
- Lancement, 
- couplage et prise de charge du groupe turbo‐alternateur.
GS4 : Procédure de conduite. 
- Arrêt programmé du groupe turbo‐alternateur.",
GSE,Syst.fonct.,"GSE : Ce système assure la protection de turbine par le contrôle des organes d'admission réglants (SR et SM) et non réglants (VA et VI) permettant de provoquer leur fermeture rapide 
ce système permet  :
- de surveiller les paramètres principaux de la turbine , vitesse du GTA, pression de graissage, pression d'échappement HP, vide condenseur,   
- de refermer en cas d'apparition d'un signal de déclenchement, tous les organes d'admission vapeur, afin d'obtenir l'arrêt du GTA, 
- de réaliser les essais périodiques qui permettent de tester en marche les sécurités fondamentales et le bon fonctionnement des organes vapeur.",
"GSE 
N4",Syst.fonct.,"GSE N4 - Fonction Protection Commande : 
- Survitesse.
- Vide au condenseur.
- Pression de graissage GGR.
- Pression des GSS.
- Prise en compte des déclenchements extérieurs.
  Fonction Surveillance Communication
- Armement turbine.
- Surveillance et autotest.
- Datation et communication. Copyright ©  EDF-CNEPE-Hervé Chevillon",
"GSE 
N4
Architecture Sécurité Turbine",Syst.fonct.,,
GSEP,Sigles US,GSEP : Generation Station Emergency Plant - Plan de secours des centrales.,
GSIEN,Officiel,GSIEN : Groupe Scientifique pour l'Information sur l'Energie Nucléaire.,
GSK,Fonctionnement,GSK : Galice sans Kombustible,
GSS,Syst.fonct.,"GSS : Sécheur Surchauffeur.La vapeur vive d'une centrale REP est saturée à l'entrée de la turbine. Dans les centrales du palier N4, la vapeur se détend successivement dans le corps HP, le corps MP, et les trois corps BP de la turbine ""Arabelle"". La protection des corps MP et des corps BP contre l'érosion nécessite la séparation de l'eau, puis une surchauffe de la vapeur à sa sortie du corps HP avant son entrée dans le corps MP.La séparation de l'eau s'effectue dans des blocs séparateurs statiques qui imposent à la vapeur de multiples changement de direction au cours desquels l'eau est centrifugée sur les parois puis drainée vers le circuit des purges. La surchauffe est obtenue par deux échangeurs en série : 
- l'un alimenté par le soutirage 6 du corps HP,
- l'autre alimenté directement en vapeur HP.
En complément, ce dispositif de surchauffe de la vapeur sèche améliore le rendement du cycle.
QS : Qualité Surveillée.",
GSS EPR,Matériels,,
GSS EPR,EPR,,
"GSS
Fonction",Syst.fonct.,"GSS FONCTION : 
Situation SDM - 
GSS : Groupe Sécheur Surchauffeur
La vapeur sortant des générateurs de vapeur (GV) est de la vapeur saturée. Cette vapeur est détendue dans les corps HP et BP de la turbine. Si on détendait cette vapeur dans les différents corps de la turbine sans précaution particulière, à l'échappement BP le titre serait de d'environ 75 à 80 (20 à 25 % d'eau en masse ...). Cette teneur entraînerait une destruction des aubages BP, il fait donc que GSS remplisse les 2 fonctions :
- Sécher la vapeur en sortie turbine HP (extraire l’eau contenue dans la vapeur)
- Surchauffer cette vapeur avant son entrée dans le corps MP (N4 et EPR) ou BP (autres paliers)
Rôle : 
Protection de la turbine basse pression:
- Éviter une dégradation des composants due à l’humidité
- Gain sur le rendement :
-  D’un point de vue thermodynamique             
                 >surchauffe gain en rendement
                 >mais diminution de l’humidité meilleur rendement d’aubage
Le système GSS a avant tout un rôle de protection de la turbine
Données REP 900 résumé : 
Ce circuit assure 2 fonctions : 
- la fonction de ""sécheur"" qui sert à éliminer l'humidité de la vapeur en provenance du corps HP, (réduction de l'érosion sur le corps BP).
- la fonction de ""surchauffeur"" qui sert à améliorer le rendement du cycle thermodynamique.
Fonctionnement / loi de chauffe :
- consigne de pression sur la vapeur de chauffe est dépendante de la puissance de la tranche 
- loi de pression au démarrage est fonction de la vitesse de prise de 
charge de la tranche.",
GSS Sécheur Surchauffeur Schéma,Matériels,,
"GSS 
Implantation",Matériels,GSS Implantation,
GSS régulation,Matériels,"GSS régulation  : 
Ballons des condensats des surchauffeurs (BRC 1 et BRC 2).
  Régulation et protection du niveau des ballons (éviter une remontée d’eau dans les faisceaux).
Ballon des purges sécheurs (BRP).
  Régulation et protection du niveau des ballons (Maintien d’une hauteur d’eau suffisante pour la pompe).
Étage 1 : la régulation ne concerne que le soutien vapeur VPU, le S6 s’ouvre naturellement dès la mise en service de la chauffe étage 1.
 - de 0 à 30% Pn : si Tplaque1 > 140°C, la vanne GSS004VV assure une pression de 8bar
 - de 30 à 100% Pn : c’est le S6 qui assure l’alimentation vapeur, le soutien vapeur est fermé. 
Étage 2 :
 - de 0 à 10% de Pn : Consigne en fonction de Tplaque2 (courbe de saturation)
 - de 10 à 30% de Pn : Consigne en fonction de la pression 1ère roue turbine (loi de chauffe)
 - de 30 à 100% de Pn : Ouverture à 100% de la vanne de chauffe GSS005VV
La butée logique est la limitation d’ouverture qui se produit quand P2 > 10% et Pétage2 < 20bar. Cette butée se lève lorsque la pression atteint 20 bar.",
GSS Schéma,Fonctionnement,,
GSS Régulation,Fonctionnement,,
GSS synthèse,Matériels,"-Indispensable à la protection de la turbine  basse pression
-appareil subissant de fortes contraintes (pression, t°) entrainant des dégradations
- ERP : 1er GSS vertical du parc",
GST,Syst.fonct.,"GST : Refroidissement Stator - Circulation d'eau traitée pour ne pas être conductrice à l'intérieure des barres creuses du bobinage stator. Ce système à pour rôle d'assurer le refroidissement de l'enroulement induit, des connexions frontales et des bornes de l'alternateur, en utilisant comme fluide caloporteur de l'eau déminéralisée. La température de l'eau, à l'entrée du stator, est maintenue constante, afin de diminuer les déplacement relatifs entre les barres du bobinage et le circuit magnétique, refroidit par un flux d'hydrogène. QS : Qualité Surveillée.",
"GST
fonction",Syst.fonct.,"GST fonction - ALTERNATEUR - RÔLE DU CIRCUIT
Évacuer les pertes joules du stator par circulation d'eau déminéralisée à travers les bornes et les barres composant l’enroulement.
Problème de bouchage des conducteurs creux en cuivre.
Sensibilité des alternateurs équipés de conducteurs creux en cuivre.
au phénomène de corrosion du cuivre dépôt d’oxydes dans les parties chaudes de l’enroulement.
CONSEQUENCES : Obstruction partielle de la section de passage réduisant le débit d’eau de réfrigération augmentation de la température des barres. Dans les cas extrêmes, une réduction de la puissance peut être nécessaire.",
GST - refroidissement bobinage stator.,Syst.fonct.,Circuit GST (refroidissement bobinage stator) :,
"GST 
schéma de 
principe",Syst.fonct.,,
GST TEM/AT,Syst.fonct.,"TEM :
- Assurer le refroidissement de l’enroulement statorique et des bornes de l’alternateur en utilisant de
l’eau déminéralisée comme fluide caloporteur. 
- Maintenir une température d’eau de refroidissement à l’entrée du stator aussi constante que possible
pour diminuer les déplacements relatifs entre les barres stator et le circuit magnétique.
- Assurer le refroidissement de l’interrupteur-enclencheur (I.E.).
AT :
Lorsque la température ambiante descend en dessous de 8°C, réchauffer l’eau et permettre la circulation de cette dernière dans les barres, afin de protéger l’installation contre le gel.",
"GST x 
Collecteur d'eau",Matériels,"GST Collecteur d'eau : Pour mémoire, deux types de collecteurs GST équipent les stators 1300 MW : un type dit à raccords droits l'autre type dit à raccords à 20° (cas du stator de CATTENOM 4). Pour chaque type de collecteur le design des tubes hydrauliques téflons est différent, en termes de longueur et de rayon de courbure notamment.",
GSU,Syst.fonct.,GSU : Surchauffeur (GTA).,
GSY,Syst.fonct.,"GSY : Gaines coaxiales :  Les liaisons triphasées sous gaines coaxiales ont pour rôle :
- transfert de l'énergie électrique de l'alternateur vers les transformateurs principaux monophasés (TP),
- l'alimentation des transformateurs de soutirage de l'excitation de l'alternateur,
- l'alimentation des transformateurs de mesure de tension.
Le jeu de barres sous gaines coaxiales est refroidit par circulation d'air en circuit fermé sur réfrigérant d'eau. Un appoint en air sec et filtré venant du circuit SAT compense les fuites et maintien le circuit en légère surpression ( environ 10 mbar). QS : Qualité Surveillée.",
GT,Sigles US,GT : Gas Turbine - Turbine à gaz.,
GT,Sigles US,GT : Gate. Entonnoir. Boîte de jonction RPE. Gate ou entonnoir à couvercle. (sygma),
GTA,Matériels,"GTA : Le Groupe Turbo-alternateur, composé d’une turbine et d’un alternateur, se trouve dans la salle des machines. L’alternateur créé un courant électrique grâce à l’énergie mécanique fournie par la turbine. Sur la même ligne d’arbre se trouvent les différents corps de la turbine : un corps haute pression, trois corps basse pression et l’alternateur, le tout mesurant 74 mètres de longueur. La turbine est ainsi constituée d’une série d’aubes montées sur un axe dont la rotation est provoquée par la force de pression de la vapeur sur les aubes. La vapeur provenant du générateur de vapeur est admise dans le corps haute pression où sa pression et sa température chutent, puis à la sortie de ce corps elle passe dans des sécheurs surchauffeurs pour augmenter sa température et sa pression ainsi que pour éliminer toute gouttelette d’eau liquide pouvant endommager sérieusement les aubes. La vapeur est ensuite envoyée vers les trois autres corps basse pression où sa pression baisse alors pratiquement jusqu’au vide (≈ 0,05 bar). La vapeur humide s’échappant des corps basse pression de la turbine est ramenée à l’état liquide dans un condenseur où elle est refroidie et se condense au contact des milliers de tubes du circuit de refroidissement. [1] Le circuit secondaire est un circuit fermé ; l’eau qui a été recueillie dans le condenseur est envoyée, par l’intermédiaire d’une pompe, au niveau du générateur de vapeur où elle va se retransformer en vapeur qui va à nouveau servir à faire tourner la turbine…  L’alternateur permet ensuite de convertir l’énergie mécanique en électricité.",
GTA données,Matériels,"GTA données techniques : Groupe Turbo-Alternateur, ensemble de la turbine principale et de l'alternateur associé, les principales caractéristiques du GTA N4 sont les suivantes: Puissance active de l'alternateur: 1539 MWe, puissance de la turbine: 4056 à 4270 MWth, (pression vapeur amont: 71 bars), longueur hors tout du GTA: 68.8 m (73.5 m pour P4 et P'4), longueur turbine: 51.2 m (56.1 m pour P4-P'4), longueur alternateur 17.6 m(17.4 m pour P4-P'4)  (cf. REP 1400 MW, Recueil des données). Le GTA délivre une tension de 24 kV (tranches 900) ou 20 kV (tranches 1300 et N4), élevée à 400 kV par un transformateur sur chaque phase.",
GTA,Pseudo-système,GTA : Essais d'ensemble du turbo  alternateur,
GTD,Divers,GTD : Groupe Technique Déchets.,
GTH synthèse,Syst.fonct.,"GTH - traitement de l'huile :   
Ce système a pour fonction de purifier l’huile d’éventuelles particules et humidité ainsi que de réchauffer l’huile lors d’un démarrage GTA après un arrêt prolongé.
  Il se compose de trois dispositifs principaux :
  La filtration des particules solides présentes dans l’huile. A température de
fonctionnement, ce système permet :
    • Le maintien charge d’huile à 2 classes de qualité inférieures à la classe
      nécessaire au fonctionnement du GTA,
    • Le traitement a minima de 20% de la charge d’huile contenue dans la cuve du GGR par heure.
  La séparation de l’eau présente dans l’huile issue de la condensation ou lors
de fuites du dispositif de filtration. Cet équipement doit permettre de passer en 15h d’une teneur en eau de 1% à 0,1% dans la charge d’huile.
  Le chauffage de l’huile qui permet d’élever sa température pour la mise en marche du GTA ou pour augmenter sa fluidité pour la filtration.",
GTH,Syst.fonct.,"GTH : Traitement de l'huile  - Ce système a pour fonction de purifier l’huile d’éventuelles particules et humidité ainsi que de réchauffer l’huile lors d’un démarrage GTA après
un arrêt prolongé. En marche normale, lors de son passage dans le circuit de graissage, l'huile est polluée par des impuretés contenues dans l'air ainsi que par des particules d'eau pouvant provenir des labyrinthes CET d'où la nécessité d'un système de purification de l'huile polluée. D'autre part, pendant les arrêts de tranche, l'huile se refroidit et sa viscosité peut ne plus permettre le redémarrage des pompes de graissage et le graissage correcte du GTA, d'où la nécessité d'un système de réchauffage de l'huile. QNS : qualité Non Surveillée.",
GTP,Entité,GTP : Groupe Technique et Planification : Il a pour objet de lancer la réalisation d'un lot sur le site TTS (planification et contraintes associées),
GTP,Informatique,GTP : Gestion Technique du Parc - Base de donnée du SI de la DPN.,
GTR,Syst.fonct.,GTR : Télé réglages - télémesures. Copyright ©  EDF-CNEPE-Hervé Chevillon,
GTS,Divers,"GTS : dans chaque CNPE Groupe Technique de Sûreté il examine :
- le MAQ du site, 
- les problèmes de sûreté particulier (GTS exceptionnel), 
- demandes de modifications liées à la sûreté, 
- formule des avis et propose des actions au directeur du CNPE.",
GU,Matériels,GU : Générateur ultrasons. Copyright ©  EDF-CNEPE-Hervé Chevillon,
Guide,Qualité,Guides : Activités élémentaires : comment recommandé + Formulaires (FTI : Fiche Type Informatisée).,
Guides types,Documentation,Guides types : Ils décrivent les essais standard répétitifs et permettent d'alléger d'autant la rédaction des procédures d'essais. Ils incluent des fiches types destinées à renseigner les résultats de ces essais.,
Guides types matériels,Documentation,Guides types matériels  : Ils organisent et décrivent les d'un type de matériels essais standard répétitifs et permettent d'alléger d'autant la rédaction des procédures d'essais. Ils incluent des fiches types destinées à renseigner les résultats de ces essais.,
Guides types méthodologiques,Documentation,"Guides types méthodologiques   : Ils décrivent la méthodologie (enchainement d'opérations types) de certains essais standard comme : 
- un type de mesure particulier (vibrations, bruit, etc...),
- une phase standard de mise en service d'un système (propreté des circuits, mise en service des automatismes, de l'instrumentation, de la régulation, etc...).
Il n'y a pas forcément de fiche type associée.",
GUS,Matériels,"GUS : Groupe Ultime Secours. Un GUS est installé sur chaque site de centrale nucléaire, ce peut être une turbine à combustion, précédemment appelée turbine à gaz (TAG), pour les paliers 1300MW, N4 et CP0, (cf. TAC) , ou un diesel pour les paliers CP1-CP2.",
GUEPARD,RP,GUEPARD : GUide pour l'Evaluation et la Prévision des Activités Rencontrées dans les Déchets.,
GV,Sygma,GV : Générateur de vapeur (bigramme SYGMA).,
GV,Matériels,"GV : Un Générateur de Vapeur permet de transférer la chaleur du circuit primaire au circuit secondaire, en assurant l'étanchéité entre ces deux circuits. L'eau est alors transformée en vapeur, qui entraîne une turbine couplée à un alternateur produisant de l'électricité. Tout comme les couvercles de cuve, les générateurs de vapeur font l'objet de remplacement afin de prolonger la durée de vie d'un réacteur.
Le Générateur de vapeur : Il reçoit l'eau chaude du circuit primaire (dans des tubes en forme de U), ce qui permet de chauffer l'eau du circuit secondaire et de la transformer en vapeur. On compte dans la plupart des cas trois générateurs de vapeur par tranche sauf 4 pour le palier N4 (Chooz et Civaux).
Rôle et détails :
Les générateurs de vapeur (GV) sont des échangeurs de chaleur qui utilisent l’énergie du circuit primaire pour transformer l’eau du circuit secondaire en vapeur .qui alimentera la turbine. Leur surface d’échange est constituée d’un faisceau tubulaire, composé de 3500 à 5600 tubes, selon le modèle, dans lesquels circule l’eau primaire portée à haute température et haute pression (155 bars). 
L’eau du circuit primaire entre dans le GV par la  boîte à eau à environ 320°C, 
circule dans les tubes où elle cède sa chaleur au  fluide secondaire et ressort 
de l’autre côté de la boîte à eau à environ 280°C.  L’énergie ainsi cédée permet de transformer l’eau  liquide, provenant des tores d’alimentation  et s’écoulant par gravité vers le bas, en vapeur.",
GV,Fonctionnement,"Situation géographique des GV :
Il y a 3 Générateurs de Vapeur pour le 900 et 4 pour le 1300 et N4, ils sont situés dans le Bâtiment Réacteur. Chaque GV est inclus dans une boucle primaire. Côté primaire, il est relié à la cuve et au GMPP par des tuyauteries de faible longueur. Côté secondaire, il est relié à la SdM par des tuyauteries d'eau alimentaire et de vapeur. Chaque GV se trouve dans une casemate. La partie inférieure du GV est supportée par 4 béquilles.",
GV,Fonctionnement,"GV Fonctionnement - Synthétique : Le GV est à circulation naturelle, la circulation se fait par différence de poids entre la colonne froide (extérieure de la jupe) et la colonne chaude (émulsion eau-vapeur, masse volumétrique inférieure à celle de l'eau) : effet de thermosiphon
Le débit global est tel que la différence de pression entre les deux colonnes est équilibrée par les pertes de charges. La circulation est assurée par la différence de masse volumique entre l’eau et l’émulsion eau-vapeur. Le principe de base utilisé est celui des vases communiquants. C’est un GV de type à circulation naturelle. La pression de l’eau à l’entrée est la même que la pression de sortie vapeur. L’alimentation en eau est assurée par une pompe mais la circulation dans le GV est uniquement le fait de la différence de masse volumique entre les zones 1 et 3.",
GV,Fonctionnement,"Rôles des générateurs de vapeur :
Les rôles des GV sont :
  La source froide du circuit primaire : les GV évacuent la chaleur produite dans le réacteur et transportée par le fluide primaire.
  La production de la vapeur destinée à alimenter la turbine : cette vapeur doit être la plus sèche possible.
  La deuxième barrière : dans le GV, circulent simultanément le fluide primaire
(véhiculant des particules pouvant être activées) et le fluide secondaire.",
GV,Fonctionnement,"Description:
Ce sont des échangeurs verticaux à circulation naturelle, ils fournissent de la vapeur saturée avec un taux d’humidité de 0.25%. L’eau du RCP circule à l’intérieur d’un faisceau
tubulaire constitué par des tubes en U raccordés à une plaque tubulaire par dudgeonnage et soudure. Le faisceau est surmonté d’un dôme qui renferme des dispositifs de séparation
d’eau contenue dans la vapeur et de séchage de la vapeur.
Pourquoi plusieurs GV ?
  3 ou 4 GV valent mieux qu'un, en cas de perte d'un GV pour une raison quelconque, il reste 2 ou 3 sources froides.
  Problèmes technologiques liés au gabarit du GV : s'il y avait un GV unique, il serait énorme
  Minimisation des conséquences d'une RTGV (rupture tuyauterie vapeur)
  Côté primaire
o Deux Boites à eau, une pour l’entrée et l’autre pour la sortie.
o Un faisceau tubulaire raccordé aux boîtes à eau.
  Côté secondaire
o Un tore d’alimentation en eau équipé de « J » tubes.
o Une chemise cylindrique ou jupe (enveloppe du faisceau) qui assure le sens de circulation du fluide.
o Des cyclones séparateurs qui éliminent l’eau par centrifugation.
o Des sécheurs équipés de chicanes de condensation.
o Un diaphragme de sortie pour limiter le débit vapeur en cas de RTV.",
GV 900 MW,Matériels,"Le nombre de tubes est variable en fonction de la puissance de chacun des paliers, 900 MW, 1300 MW et 1450 MW.
Plus la puissance du réacteur est importante, plus le nombre de tubes est important.
Il existe 3 360 tubes pour le 900 MW, 5 342 pour le 1300 MW et 5 559 pour le 1450 MW.
Les tubes sont maintenus en position par des structures internes, dont la plaque tubulaire et les plaques support.
Le rôle des tubes en “U” est de garantir une étanchéité maximale entre l'eau du circuit primaire et l'eau du circuit secondaire.",
GV 900 MW caractéristiques,Matériels,,
GV 1300 MW,Matériels,"Le nombre de tubes est variable en fonction de la puissance de chacun des paliers, 900 MW, 1300 MW et 1450 MW. Plus la puissance du réacteur est importante, plus le nombre de tubes est important. Il existe 3 360 tubes pour le 900 MW, 5 342 pour le 1300 MW et 5 559 pour le 1450 MW. Les tubes sont maintenus en position par des structures internes, dont la plaque tubulaire et les plaques support. Le rôle des tubes en “U” est de garantir une étanchéité maximale entre l'eau du circuit primaire et l'eau du circuit secondaire.",
GV 1300 MW caractéristiques,Matériels,,
GV 1450 MW,Matériels,"Le nombre de tubes est variable en fonction de la puissance de chacun des paliers, 900 MW, 1300 MW et 1450 MW. Plus la puissance du réacteur est importante, plus le nombre de tubes est important. Il existe 3 360 tubes pour le 900 MW, 5 342 pour le 1300 MW et 5 559 pour le 1450 MW. Les tubes sont maintenus en position par des structures internes, dont la plaque tubulaire et les plaques support. Le rôle des tubes en “U” est de garantir une étanchéité maximale entre l'eau du circuit primaire et l'eau du circuit secondaire.",
GV eau vapeur,,GV eau vapeur :,
